internalTaxonId,conservationNeededCode,conservationNeededName
194366,3.1.1,Harvest management
194367,5.1.3,Sub-national level
194367,5.4.3,Sub-national level
194367,3.1.1,Harvest management
194370,5.1.3,Sub-national level
194370,5.4.3,Sub-national level
194370,5.4.2,National level
194370,3.1.1,Harvest management
194371,5.1.3,Sub-national level
194371,5.4.3,Sub-national level
194371,3.1.1,Harvest management
194374,5.1.3,Sub-national level
194374,5.4.3,Sub-national level
194374,3.1.1,Harvest management
194376,5.1.3,Sub-national level
194376,5.4.3,Sub-national level
194376,3.1.1,Harvest management
194377,3.1.1,Harvest management
194379,5.1.3,Sub-national level
194379,5.1.2,National level
194379,5.4.3,Sub-national level
194379,5.4.2,National level
194379,3.1.1,Harvest management
194382,5.1.3,Sub-national level
194382,5.4.3,Sub-national level
194382,5.4.2,National level
194382,3.1.1,Harvest management
194383,5.1.3,Sub-national level
194383,5.4.3,Sub-national level
194383,3.1.1,Harvest management
194385,5.1.3,Sub-national level
194385,5.4.3,Sub-national level
194385,3.1.1,Harvest management
194387,5.1.3,Sub-national level
194387,5.4.3,Sub-national level
194387,3.1.1,Harvest management
203821,1.2,Resource & habitat protection
203821,2.1,Site/area management
203828,3.1.2,Trade management
203828,3.1.1,Harvest management
203828,1.1,Site/area protection
203829,3.1.2,Trade management
203829,2.1,Site/area management
3070,2.1,Site/area management
3070,2.3,Habitat & natural process restoration
3070,1.1,Site/area protection
44461,4.3,Awareness & communications
44461,2.1,Site/area management
44461,3.1.1,Harvest management
44462,4.3,Awareness & communications
44462,2.1,Site/area management
56260,2.1,Site/area management
56260,1.1,Site/area protection
56260,1.2,Resource & habitat protection
56261,2.1,Site/area management
56261,1.2,Resource & habitat protection
56261,1.1,Site/area protection
57674,1.2,Resource & habitat protection
57676,2.1,Site/area management
57676,1.1,Site/area protection
57676,1.2,Resource & habitat protection
62181621,2.1,Site/area management
62181621,1.2,Resource & habitat protection
58147,2.1,Site/area management
6004,5.4.3,Sub-national level
6004,5.4.2,National level
6004,5.1.2,National level
6004,5.1.1,International level
6004,4.3,Awareness & communications
6004,1.1,Site/area protection
6004,3.1.2,Trade management
6004,3.1.1,Harvest management
6009,2.1,Site/area management
6009,5.4.3,Sub-national level
6009,5.4.2,National level
6009,5.1.2,National level
6009,5.1.1,International level
6009,4.3,Awareness & communications
61250,5.2,Policies and regulations
61250,3.1.1,Harvest management
61849,2.1,Site/area management
61849,1.2,Resource & habitat protection
61849,4.2,Training
61849,4.3,Awareness & communications
61849,6.1,Linked enterprises & livelihood alternatives
61849,2.3,Habitat & natural process restoration
63188,2.3,Habitat & natural process restoration
63188,2.1,Site/area management
84381025,1.1,Site/area protection
13265019,2.1,Site/area management
54847,2.1,Site/area management
54842,2.1,Site/area management
54842,1.2,Resource & habitat protection
59497,2.1,Site/area management
13997902,2.1,Site/area management
13997902,1.1,Site/area protection
13997902,1.2,Resource & habitat protection
15368444,2.3,Habitat & natural process restoration
15368444,2.2,Invasive/problematic species control
15368444,4.3,Awareness & communications
15368444,2.1,Site/area management
183160,2.1,Site/area management
183160,1.2,Resource & habitat protection
183160,1.1,Site/area protection
16222400,1.2,Resource & habitat protection
16222400,5.1.2,National level
16222400,1.1,Site/area protection
16222447,1.2,Resource & habitat protection
16222447,5.1.2,National level
16222447,1.1,Site/area protection
16222565,1.2,Resource & habitat protection
16222565,5.1.2,National level
16222565,1.1,Site/area protection
16222589,1.2,Resource & habitat protection
16222589,5.1.2,National level
16222589,1.1,Site/area protection
16222646,1.2,Resource & habitat protection
16222646,5.1.3,Sub-national level
16222646,1.1,Site/area protection
16222649,1.2,Resource & habitat protection
16222649,5.1.2,National level
16222649,1.1,Site/area protection
16222675,1.2,Resource & habitat protection
16222675,5.1.2,National level
16222675,1.1,Site/area protection
16222698,1.2,Resource & habitat protection
16222698,5.1.2,National level
16222698,1.1,Site/area protection
16222811,1.2,Resource & habitat protection
16222811,5.1.2,National level
16222811,1.1,Site/area protection
54811,2.1,Site/area management
54811,1.2,Resource & habitat protection
54811,1.1,Site/area protection
16393900,2.1,Site/area management
56066,1.1,Site/area protection
56066,1.2,Resource & habitat protection
56066,3.1.1,Harvest management
56066,4.3,Awareness & communications
54893,1.2,Resource & habitat protection
54893,1.1,Site/area protection
54893,3.4.1,Captive breeding/artificial propagation
56170,1.2,Resource & habitat protection
56170,1.1,Site/area protection
58103,1.1,Site/area protection
58103,1.2,Resource & habitat protection
58168,1.2,Resource & habitat protection
58168,1.1,Site/area protection
54787,1.2,Resource & habitat protection
54841,2.1,Site/area management
54841,1.2,Resource & habitat protection
54843,2.1,Site/area management
54845,2.1,Site/area management
54845,1.2,Resource & habitat protection
56072,2.1,Site/area management
56093,1.2,Resource & habitat protection
56135,2.1,Site/area management
56135,1.1,Site/area protection
56157,2.1,Site/area management
56157,1.1,Site/area protection
58087,2.1,Site/area management
58087,1.1,Site/area protection
58087,1.2,Resource & habitat protection
58094,4.3,Awareness & communications
58097,2.1,Site/area management
58097,1.1,Site/area protection
58148,2.1,Site/area management
58148,1.1,Site/area protection
59499,2.1,Site/area management
59499,1.1,Site/area protection
59651,2.1,Site/area management
59651,1.1,Site/area protection
59652,1.1,Site/area protection
59653,2.1,Site/area management
59653,1.2,Resource & habitat protection
59653,1.1,Site/area protection
59598,2.1,Site/area management
59598,1.2,Resource & habitat protection
59598,1.1,Site/area protection
54694,1.2,Resource & habitat protection
54838,2.1,Site/area management
54838,1.1,Site/area protection
54846,2.1,Site/area management
54846,1.2,Resource & habitat protection
54846,1.1,Site/area protection
56148,2.1,Site/area management
56187,2.1,Site/area management
56187,1.2,Resource & habitat protection
56187,1.1,Site/area protection
58187,2.1,Site/area management
58187,1.1,Site/area protection
59649,1.2,Resource & habitat protection
59565,1.1,Site/area protection
59565,1.2,Resource & habitat protection
59591,2.1,Site/area management
59591,1.1,Site/area protection
58188,2.1,Site/area management
58188,1.1,Site/area protection
58121,1.2,Resource & habitat protection
58121,1.1,Site/area protection
58771,2.1,Site/area management
58771,1.1,Site/area protection
54844,2.1,Site/area management
54844,1.2,Resource & habitat protection
54844,1.1,Site/area protection
56200,2.1,Site/area management
56294,1.2,Resource & habitat protection
69192627,1.2,Resource & habitat protection
56212,1.2,Resource & habitat protection
54443,1.2,Resource & habitat protection
54443,1.1,Site/area protection
54398,2.1,Site/area management
136044,2.1,Site/area management
56151,2.1,Site/area management
56151,1.1,Site/area protection
56151,1.2,Resource & habitat protection
58095,2.1,Site/area management
58095,1.1,Site/area protection
135994,1.2,Resource & habitat protection
135994,1.1,Site/area protection
10032,5.1.2,National level
10032,2.1,Site/area management
10032,5.1.1,International level
10032,4.2,Training
10032,1.2,Resource & habitat protection
10032,5.1.3,Sub-national level
10032,1.1,Site/area protection
10032,5.4.2,National level
10032,5.4.3,Sub-national level
10032,3.4.1,Captive breeding/artificial propagation
10032,4.3,Awareness & communications
10032,5.3,Private sector standards & codes
10103,1.1,Site/area protection
10103,2.1,Site/area management
10103,4.2,Training
10103,5.1.3,Sub-national level
10103,4.3,Awareness & communications
10103,3.4.1,Captive breeding/artificial propagation
10103,5.4.2,National level
10103,5.4.3,Sub-national level
10103,1.2,Resource & habitat protection
10103,5.1.2,National level
136628,1.1,Site/area protection
136628,2.1,Site/area management
6410,2.1,Site/area management
6410,3.1.1,Harvest management
1087,4.3,Awareness & communications
1087,2.1,Site/area management
1087,1.2,Resource & habitat protection
1087,5.4.3,Sub-national level
7994,2.1,Site/area management
7994,1.1,Site/area protection
3519,2.1,Site/area management
62007,1.1,Site/area protection
62007,2.1,Site/area management
62006,2.1,Site/area management
1089,4.3,Awareness & communications
1089,2.1,Site/area management
1089,3.2,Species recovery
1089,1.1,Site/area protection
4768,2.1,Site/area management
4766,2.1,Site/area management
5749,2.1,Site/area management
5749,1.1,Site/area protection
41316,2.1,Site/area management
19708,2.1,Site/area management
19708,4.3,Awareness & communications
19708,1.2,Resource & habitat protection
5748,1.1,Site/area protection
13394,2.1,Site/area management
136599,2.1,Site/area management
136599,3.1.1,Harvest management
40601,2.1,Site/area management
40600,2.1,Site/area management
40596,2.1,Site/area management
4828,2.1,Site/area management
4828,1.1,Site/area protection
4828,3.2,Species recovery
4829,4.3,Awareness & communications
4829,2.1,Site/area management
4829,1.1,Site/area protection
4829,2.3,Habitat & natural process restoration
19515,2.1,Site/area management
19515,1.1,Site/area protection
80221529,2.1,Site/area management
80221529,1.1,Site/area protection
2153,2.1,Site/area management
19529,2.1,Site/area management
19529,1.1,Site/area protection
19523,2.1,Site/area management
136465,2.1,Site/area management
136564,2.1,Site/area management
19572,2.1,Site/area management
19572,1.1,Site/area protection
14929,2.1,Site/area management
14931,2.1,Site/area management
14933,2.1,Site/area management
14935,2.1,Site/area management
14936,5.1.4,Scale unspecified
14939,2.1,Site/area management
136393,2.1,Site/area management
14920,1.1,Site/area protection
14920,2.1,Site/area management
14926,2.1,Site/area management
14928,2.1,Site/area management
4310,2.1,Site/area management
4307,2.1,Site/area management
136351,2.1,Site/area management
136351,4.3,Awareness & communications
4983,1.1,Site/area protection
4983,2.1,Site/area management
2553,2.1,Site/area management
20070,2.1,Site/area management
20072,2.1,Site/area management
20071,2.1,Site/area management
136774,2.1,Site/area management
81060220,4.2,Training
81060220,2.1,Site/area management
136835,2.1,Site/area management
14333,2.1,Site/area management
81633094,2.1,Site/area management
14097,4.3,Awareness & communications
14097,2.1,Site/area management
14097,1.1,Site/area protection
14098,1.1,Site/area protection
14098,2.1,Site/area management
14124,2.1,Site/area management
14163,2.1,Site/area management
40039,2.1,Site/area management
81629742,2.1,Site/area management
40024,2.1,Site/area management
14199,1.1,Site/area protection
14199,2.1,Site/area management
40025,2.1,Site/area management
40026,2.1,Site/area management
44791,2.1,Site/area management
44791,1.1,Site/area protection
44787,2.1,Site/area management
44799,2.1,Site/area management
44862,1.1,Site/area protection
44862,2.1,Site/area management
44862,4.3,Awareness & communications
14288,2.1,Site/area management
44698,2.1,Site/area management
44693,2.1,Site/area management
44687,2.1,Site/area management
13838,1.1,Site/area protection
13837,2.1,Site/area management
13840,2.1,Site/area management
13839,2.1,Site/area management
13848,2.1,Site/area management
13841,4.3,Awareness & communications
13841,2.1,Site/area management
13882,2.1,Site/area management
71733227,1.1,Site/area protection
71733227,2.3,Habitat & natural process restoration
71733227,2.1,Site/area management
71733227,5.1.2,National level
18755,2.3,Habitat & natural process restoration
18755,3.3.1,Reintroduction
18756,6.1,Linked enterprises & livelihood alternatives
18756,4.3,Awareness & communications
18756,5.4.2,National level
18756,5.4.3,Sub-national level
18756,5.1.3,Sub-national level
18756,1.2,Resource & habitat protection
18756,5.1.2,National level
18756,3.1.1,Harvest management
18756,2.1,Site/area management
18756,5.4.1,International level
18759,3.1.1,Harvest management
18768,4.1,Formal education
18768,4.3,Awareness & communications
18768,3.1.1,Harvest management
18768,2.1,Site/area management
5113,2.1,Site/area management
10134,1.1,Site/area protection
